k id,k x,k y,k z,k accel,k steer,k steer angle,k speed,k max speed,k boost,k brake,k nitro,b x,b y,b z,b not moving,closest k x,closest k y,closest k z,blue t goal,red t goal,ball aim x,ball aim y,ball aim z
1.000000,-2.779252,0.297124,0.228076,1.000000,1.000000,0.354753,1.945996,14.250001,0.000000,0.000000,0.000000,-6.565354,0.369389,-0.818040,0.000000,-3.691255,0.290320,-0.568489,0.000000,0.000000,-6.728406,0.369389,0.763512
0.000000,-3.691255,0.290320,-0.568489,0.000000,1.000000,0.412811,-5.159892,14.250001,1.000000,1.000000,0.000000,-6.565354,0.369389,-0.818040,0.000000,-2.768955,0.297155,0.239903,0.000000,0.000000,-6.723764,0.369389,-2.400065
1.000000,-2.147484,0.287048,0.697971,1.000000,0.807062,0.357360,1.858625,14.250001,0.000000,0.000000,0.000000,-4.563985,0.369389,-0.149494,0.000000,-3.189143,0.289242,0.390225,0.000000,0.000000,-4.676467,0.369389,1.436457
0.000000,-3.189143,0.289242,0.390225,0.000000,0.833277,0.367160,1.530132,14.250001,1.000000,1.000000,0.000000,-4.563985,0.369389,-0.149494,0.000000,-2.131917,0.286452,0.703591,0.000000,0.000000,-4.675339,0.369389,-1.735525
1.000000,-0.705519,0.296671,0.526794,1.000000,1.000000,0.342951,2.341570,14.250001,0.000000,0.000000,0.000000,-3.367371,0.369389,0.103929,0.000000,-1.443068,0.295584,-0.324264,0.000000,0.000000,-3.450132,0.369389,1.691708
0.000000,-1.443068,0.295584,-0.324264,1.000000,-0.702017,0.329949,2.777400,14.250001,1.000000,0.000000,0.000000,-3.367371,0.369389,0.103929,0.000000,-0.694219,0.296817,0.542022,0.000000,0.000000,-3.449783,0.369389,-1.483869
1.000000,-0.324860,0.297916,0.779908,1.000000,1.000000,0.371594,1.381523,14.250001,0.000000,0.000000,0.000000,-2.450010,0.369811,0.046786,0.000000,-0.727046,0.296782,-0.788191,0.000000,0.000000,-2.510315,0.369811,1.635577
0.000000,-0.727046,0.296782,-0.788191,1.000000,-0.736686,0.360489,1.753737,14.250001,1.000000,0.000000,0.000000,-2.450010,0.369811,0.046786,0.000000,-0.320101,0.297885,0.789650,0.000000,0.000000,-2.509788,0.369811,-1.542024
1.000000,-0.035780,0.295968,1.127396,1.000000,0.764092,0.348994,2.139046,14.250001,0.000000,0.000000,0.000000,-1.029144,0.369802,-0.119148,0.000000,-0.055894,0.294881,-1.377957,0.000000,0.000000,-1.054556,0.369802,1.470584
0.000000,-0.055894,0.294881,-1.377957,1.000000,-0.768151,0.337975,2.508361,14.250001,1.000000,0.000000,0.000000,-1.029144,0.369802,-0.119148,0.000000,-0.032220,0.295941,1.144286,0.000000,0.000000,-1.053847,0.369802,-1.708891
1.000000,0.002270,0.265160,3.087179,1.000000,0.000000,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,0.001668,0.265158,-3.964557,0.000000,0.000000,0.004227,0.369389,1.554294
0.000000,0.001668,0.265158,-3.964557,1.000000,0.000000,0.098287,14.250000,14.250001,1.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,0.002119,0.265161,3.205707,0.000000,0.000000,0.004843,0.369389,-1.625576
1.000000,-0.005616,0.265161,10.197314,1.000000,-0.002533,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.005996,0.265161,-11.074692,0.000000,0.000000,0.004227,0.369389,1.554294
0.000000,-0.005996,0.265161,-11.074692,1.000000,0.003327,0.098287,14.250001,14.250001,1.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.005683,0.265162,10.315842,0.000000,0.000000,0.004843,0.369389,-1.625576
1.000000,-0.006168,0.265290,17.308969,1.000000,0.000000,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.006184,0.265289,-18.186354,0.000000,0.000000,0.004227,0.369389,1.554294
0.000000,-0.006184,0.265289,-18.186354,1.000000,0.000000,0.098287,14.250001,14.250001,1.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.006168,0.265319,17.427498,0.000000,0.000000,0.004843,0.369389,-1.625576
1.000000,-0.006196,0.267613,24.227697,1.000000,0.000000,0.101474,13.412807,14.250001,0.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.006182,0.267610,-25.105499,0.000000,0.000000,0.004227,0.369389,1.554294
0.000000,-0.006182,0.267610,-25.105499,1.000000,0.000031,0.101471,13.413772,14.250001,1.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.006197,0.267654,24.339128,0.000000,0.000000,0.004843,0.369389,-1.625576
1.000000,-0.006359,0.270256,30.667833,1.000000,0.000092,0.105360,12.392290,14.250001,0.000000,0.000000,0.000000,0.004125,0.392915,-0.035641,1.000000,-0.006150,0.270253,-31.546152,0.000000,0.000000,0.004227,0.392915,1.554294
0.000000,-0.006150,0.270253,-31.546152,1.000000,0.000031,0.105355,12.393385,14.250001,1.000000,0.000000,0.000000,0.004125,0.392915,-0.035641,1.000000,-0.006364,0.270303,30.770758,0.000000,0.000000,0.004843,0.392915,-1.625576
1.000000,-0.007151,0.273237,36.565899,1.000000,0.000519,0.109744,11.240746,14.250001,0.000000,0.000000,0.000000,0.004125,0.402102,-0.035641,1.000000,-0.005993,0.273234,-37.444786,0.000000,0.000000,0.004227,0.402102,1.554294
0.000000,-0.005993,0.273234,-37.444786,1.000000,0.000122,0.109739,11.241969,14.250001,1.000000,0.000000,0.000000,0.004125,0.402102,-0.035641,1.000000,-0.007175,0.273290,36.659225,0.000000,0.000000,0.004843,0.402102,-1.625576
1.000000,-0.010377,0.276766,41.853394,1.000000,0.002869,0.116497,9.931968,14.250001,0.000000,0.000000,0.000000,0.004125,1.811929,-0.035641,1.000000,-0.005342,0.276762,-42.732929,0.000000,0.000000,0.004227,1.811929,1.554294
0.000000,-0.005342,0.276762,-42.732929,1.000000,0.000641,0.116456,9.933327,14.250001,1.000000,0.000000,0.000000,0.004125,1.811929,-0.035641,1.000000,-0.010475,0.276844,41.935753,0.000000,0.000000,0.004843,1.811929,-1.625576
1.000000,-0.020870,0.281721,46.332325,1.000000,0.004120,0.173680,8.015277,14.250001,0.000000,0.000000,0.000000,0.004125,0.984082,-0.035641,1.000000,-0.003496,0.281717,-47.212578,0.000000,0.000000,0.004227,0.984082,1.554294
0.000000,-0.003496,0.281717,-47.212578,1.000000,0.000610,0.173636,8.016743,14.250001,1.000000,0.000000,0.000000,0.004125,0.984082,-0.035641,1.000000,-0.021106,0.281808,46.398712,0.000000,0.000000,0.004843,0.984082,-1.625576
1.000000,-0.039849,0.287899,49.789898,1.000000,-0.005219,0.242448,5.710290,14.250001,0.000000,0.000000,0.000000,0.004125,3.775202,-0.035641,1.000000,-0.001674,0.287895,-50.670986,0.000000,0.000000,0.004227,3.775202,1.554294
0.000000,-0.001674,0.287895,-50.670986,1.000000,-0.004212,0.242400,5.711901,14.250001,1.000000,0.000000,0.000000,0.004125,3.775202,-0.035641,1.000000,-0.040152,0.288026,49.836983,0.000000,0.000000,0.004843,3.775202,-1.625576
1.000000,-0.049424,0.296661,51.849678,1.000000,-0.008820,0.341015,2.406487,14.250001,0.000000,0.000000,0.000000,0.004125,6.329017,-0.035641,1.000000,-0.005200,0.296656,-52.731625,0.000000,0.000000,0.004227,6.329017,1.554294
0.000000,-0.005200,0.296656,-52.731625,1.000000,-0.006104,0.340962,2.408247,14.250001,1.000000,0.000000,0.000000,0.004125,6.329017,-0.035641,1.000000,-0.049469,0.296836,51.869141,0.000000,0.000000,0.004843,6.329017,-1.625576
1.000000,-31.195726,0.272499,41.175804,0.000000,0.014588,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,11.194326,0.273289,63.335732,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,11.194326,0.273289,63.335732,0.000000,1.000000,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,4.769796,0.301522,52.177769,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,-31.195726,0.272499,41.175804,0.000000,0.014588,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,11.194326,0.273289,63.335732,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,11.194326,0.273289,63.335732,0.000000,1.000000,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,4.769796,0.301522,52.177769,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,-31.195726,0.272499,41.175804,0.000000,0.014588,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,11.194326,0.273289,63.335732,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,11.194326,0.273289,63.335732,0.000000,1.000000,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,4.769796,0.301522,52.177769,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,-31.195726,0.272499,41.175804,0.000000,0.014588,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,11.194326,0.273289,63.335732,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,11.194326,0.273289,63.335732,0.000000,1.000000,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,4.769796,0.301522,52.177769,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,-31.195726,0.272499,41.175804,0.000000,0.014588,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,11.194326,0.273289,63.335732,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,11.194326,0.273289,63.335732,0.000000,1.000000,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,4.769796,0.301522,52.177769,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,-31.195726,0.272499,41.175804,0.000000,0.014588,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,11.194326,0.273289,63.335732,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,11.194326,0.273289,63.335732,0.000000,1.000000,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,4.769796,0.301522,52.177769,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,0.007237,0.265163,-26.362709,1.000000,-0.006043,0.098287,14.250002,14.250001,0.000000,0.000000,0.000000,0.378411,0.369389,-50.157253,0.000000,0.284252,0.283971,-8.965739,0.000000,1.000000,0.352068,0.369389,-47.629498
0.000000,0.284252,0.283971,-8.965739,0.000000,1.000000,0.412811,-7.442014,14.250001,1.000000,1.000000,0.000000,0.378411,0.369389,-50.157253,0.000000,0.007661,0.265163,-26.244183,0.000000,1.000000,0.384005,0.369389,-51.747177
1.000000,0.051866,0.265162,-19.251226,1.000000,0.055147,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,0.213398,0.369389,-34.304180,0.000000,0.193457,0.285684,-7.855210,0.000000,1.000000,0.187108,0.369389,-31.776424
0.000000,0.193457,0.285684,-7.855210,0.000000,-0.749962,0.301406,3.734117,14.250001,1.000000,1.000000,0.000000,0.213398,0.369389,-34.304180,0.000000,0.051691,0.265161,-19.132700,0.000000,1.000000,0.217234,0.369389,-35.894112
1.000000,-0.001577,0.265161,-12.139825,1.000000,-0.128727,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,0.042116,0.369198,-17.838257,0.000000,-1.307685,0.266899,-11.608428,0.000000,1.000000,0.015810,0.369198,-15.310500
0.000000,-1.307685,0.266899,-11.608428,0.000000,-0.333384,0.105917,12.245811,14.250001,1.000000,1.000000,0.000000,0.042116,0.369198,-17.838257,0.000000,-0.001422,0.265163,-12.021297,0.000000,1.000000,0.043412,0.369198,-19.428192
1.000000,0.005020,0.267010,-5.133353,1.000000,0.000427,0.100591,13.644801,14.250001,0.000000,0.000000,0.000000,0.005263,0.369389,-8.212490,0.000000,-3.778901,0.265166,-17.976704,0.000000,1.000000,0.005359,0.369389,-5.684597
0.000000,-3.778901,0.265166,-17.976704,1.000000,0.499985,0.098287,14.250001,14.250001,1.000000,0.000000,0.000000,0.005263,0.369389,-8.212490,0.000000,0.005010,0.267049,-5.019988,0.000000,1.000000,0.005925,0.369389,-9.802425
1.000000,0.004123,0.265162,1.426208,1.000000,0.010712,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-3.783306,0.266998,-24.986460,0.000000,0.000000,0.004227,0.369389,1.554294
0.000000,-3.783306,0.266998,-24.986460,1.000000,0.000122,0.100571,13.650087,14.250001,1.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,0.004053,0.265162,1.544735,0.000000,0.000000,0.004843,0.369389,-1.625576
1.000000,-0.004296,0.265161,8.537852,1.000000,-0.001404,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-3.779958,0.269561,-31.552794,0.000000,0.000000,0.004227,0.369389,1.554294
0.000000,-3.779958,0.269561,-31.552794,1.000000,0.002350,0.104338,12.660678,14.250001,1.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.004410,0.265161,8.656380,0.000000,0.000000,0.004843,0.369389,-1.625576
1.000000,-0.006166,0.265168,15.649497,1.000000,0.000031,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-3.763181,0.272454,-37.593307,0.000000,0.000000,0.004227,0.369389,1.554294
0.000000,-3.763181,0.272454,-37.593307,1.000000,0.013367,0.108592,11.543196,14.250001,1.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.006166,0.265169,15.768024,0.000000,0.000000,0.004843,0.369389,-1.625576
1.000000,-0.006184,0.267041,22.653744,1.000000,0.000000,0.100635,13.633335,14.250001,0.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-3.689070,0.275716,-43.040573,0.000000,0.000000,0.004227,0.369389,1.554294
0.000000,-3.689070,0.275716,-43.040573,1.000000,0.077212,0.113378,10.286203,14.250001,1.000000,0.000000,0.000000,0.004125,0.369389,-0.035641,1.000000,-0.006184,0.267082,22.767014,0.000000,0.000000,0.004843,0.369389,-1.625576
1.000000,-0.006293,0.269610,29.211164,1.000000,0.000092,0.104410,12.641716,14.250001,0.000000,0.000000,0.000000,0.004125,0.438509,-0.035641,1.000000,-3.465892,0.280423,-47.746632,0.000000,0.000000,0.004227,0.438509,1.554294
0.000000,-3.465892,0.280423,-47.746632,1.000000,0.098697,0.158716,8.516862,14.250001,1.000000,0.000000,0.000000,0.004125,0.438509,-0.035641,1.000000,-0.006297,0.269656,29.316168,0.000000,0.000000,0.004843,0.438509,-1.625576
1.000000,-0.006864,0.272510,35.241623,1.000000,0.000214,0.108674,11.521789,14.250001,0.000000,0.000000,0.000000,0.004125,0.619246,-0.035641,1.000000,-3.430535,0.285941,-51.467831,0.000000,0.000000,0.004227,0.619246,1.554294
0.000000,-3.430535,0.285941,-51.467831,1.000000,-0.824976,0.220182,6.456604,14.250001,1.000000,0.000000,0.000000,0.004125,0.619246,-0.035641,1.000000,-0.006882,0.272561,35.337292,0.000000,0.000000,0.004843,0.619246,-1.625576
1.000000,-0.009212,0.275782,40.678143,1.000000,0.001556,0.113470,10.262045,14.250001,0.000000,0.000000,0.000000,0.004125,1.652327,-0.035641,1.000000,-4.612325,0.293356,-53.630531,0.000000,0.000000,0.004227,1.652327,1.554294
0.000000,-4.612325,0.293356,-53.630531,1.000000,-1.000000,0.304324,3.636283,14.250001,1.000000,0.000000,0.000000,0.004125,1.652327,-0.035641,1.000000,-0.009284,0.275842,40.763313,0.000000,0.000000,0.004843,1.652327,-1.625576
1.000000,-0.017772,0.280517,45.373669,1.000000,0.002655,0.159784,8.481048,14.250001,0.000000,0.000000,0.000000,0.004125,1.396534,-0.035641,1.000000,-5.221361,0.284734,-54.091030,0.000000,0.000000,0.004227,1.396534,1.554294
0.000000,-5.221361,0.284734,-54.091030,1.000000,0.166540,0.412811,-3.160831,14.250001,1.000000,0.000000,0.000000,0.004125,1.396534,-0.035641,1.000000,-0.017980,0.280602,45.443935,0.000000,0.000000,0.004843,1.396534,-1.625576
1.000000,-0.035006,0.286138,49.087925,1.000000,-0.003571,0.222088,6.392727,14.250001,0.000000,0.000000,0.000000,0.004125,2.826544,-0.035641,1.000000,-2.847974,0.288019,-55.896408,0.000000,0.000000,0.004227,2.826544,1.554294
0.000000,-2.847974,0.288019,-55.896408,0.000000,-0.749962,0.412811,-2.786983,14.250001,1.000000,1.000000,0.000000,0.004125,2.826544,-0.035641,1.000000,-0.035383,0.286262,49.140694,0.000000,0.000000,0.004843,2.826544,-1.625576
1.000000,-0.048471,0.294294,51.520084,1.000000,-0.008667,0.313827,3.317761,14.250001,0.000000,0.000000,0.000000,0.004125,5.952414,-0.035641,1.000000,-0.089928,0.282915,-54.791794,0.000000,0.000000,0.004227,5.952414,1.554294
0.000000,-0.089928,0.282915,-54.791794,0.000000,-1.000000,0.412811,-7.470216,14.250001,1.000000,1.000000,0.000000,0.004125,5.952414,-0.035641,1.000000,-0.048556,0.294460,51.547138,0.000000,0.000000,0.004843,5.952414,-1.625576
1.000000,1.729632,0.288198,-43.156773,0.000000,-0.089084,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,9.861852,0.265162,-60.878475,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,9.861852,0.265162,-60.878475,0.000000,0.485214,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,1.729632,0.288198,-43.156773,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,1.729632,0.288198,-43.156773,0.000000,-0.089084,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,9.861852,0.265162,-60.878475,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,9.861852,0.265162,-60.878475,0.000000,0.485214,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,1.729632,0.288198,-43.156773,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,1.729632,0.288198,-43.156773,0.000000,-0.089084,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,9.861852,0.265162,-60.878475,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,9.861852,0.265162,-60.878475,0.000000,0.485214,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,1.729632,0.288198,-43.156773,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,1.729632,0.288198,-43.156773,0.000000,-0.089084,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,9.861852,0.265162,-60.878475,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,9.861852,0.265162,-60.878475,0.000000,0.485214,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,1.729632,0.288198,-43.156773,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,1.729632,0.288198,-43.156773,0.000000,-0.089084,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,9.861852,0.265162,-60.878475,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,9.861852,0.265162,-60.878475,0.000000,0.485214,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,1.729632,0.288198,-43.156773,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,1.729632,0.288198,-43.156773,0.000000,-0.089084,0.412811,0.000000,14.250001,0.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,9.861852,0.265162,-60.878475,0.000000,0.000000,0.004227,6.688594,1.554294
0.000000,9.861852,0.265162,-60.878475,0.000000,0.485214,0.412811,0.000000,14.250001,1.000000,0.000000,0.000000,0.004125,6.688594,-0.035641,1.000000,1.729632,0.288198,-43.156773,0.000000,0.000000,0.004843,6.688594,-1.625576
1.000000,44.034637,0.293188,6.286912,1.000000,0.456862,0.301825,3.720061,14.250001,0.000000,0.000000,0.000000,40.530476,0.369389,6.600076,0.000000,41.829132,0.292670,3.658868,0.000000,0.000000,41.317867,0.369389,7.981346
0.000000,41.829132,0.292670,3.658868,1.000000,-1.000000,0.405968,0.229340,14.250001,1.000000,0.000000,0.000000,40.530476,0.369389,6.600076,0.000000,44.055489,0.293351,6.264648,0.000000,0.000000,41.442627,0.369389,5.297820
1.000000,44.532894,0.284266,5.750658,1.000000,-0.249886,0.412811,-3.591436,14.250001,0.000000,0.000000,0.000000,40.707554,0.369389,6.215287,0.000000,42.294701,0.290947,4.416870,1.000000,0.000000,41.500767,0.369389,7.593222
0.000000,42.294701,0.290947,4.416870,0.000000,-0.585742,0.320007,3.110620,14.250001,1.000000,1.000000,0.000000,40.707554,0.369389,6.215287,0.000000,44.501514,0.283838,5.762229,1.000000,0.000000,42.117699,0.369389,4.117255
1.000000,42.005875,0.295492,4.350947,0.000000,-1.000000,0.412811,-4.313964,14.250001,0.000000,1.000000,0.000000,41.197247,0.369389,5.591461,0.000000,41.249817,0.291642,3.212674,0.000000,0.000000,42.002895,0.369389,6.962163
0.000000,41.249817,0.291642,3.212674,1.000000,-0.302408,0.352869,2.009135,14.250001,1.000000,0.000000,0.000000,41.197247,0.369389,5.591461,0.000000,41.984470,0.296148,4.322515,0.000000,0.000000,42.108810,0.369389,4.288793
1.000000,43.184235,0.287789,5.285720,1.000000,1.000000,0.241987,5.725737,14.250001,0.000000,0.000000,0.000000,41.227493,0.369389,5.483001,0.000000,40.140537,0.295019,2.445133,0.000000,0.000000,42.034508,0.369389,6.852898
0.000000,40.140537,0.295019,2.445133,1.000000,0.706351,0.385507,0.915176,14.250001,1.000000,0.000000,0.000000,41.227493,0.369389,5.483001,0.000000,43.215939,0.287906,5.320744,0.000000,0.000000,42.138382,0.369389,4.179859
1.000000,44.087364,0.295736,7.180721,1.000000,1.000000,0.332071,2.706256,14.250001,0.000000,0.000000,0.000000,41.511101,0.369389,5.341814,0.000000,42.177757,0.296847,2.419236,0.000000,0.000000,42.323441,0.369389,6.708562
0.000000,42.177757,0.296847,2.419236,0.000000,0.583331,0.412811,-3.157849,14.250001,1.000000,1.000000,0.000000,41.511101,0.369389,5.341814,0.000000,44.090199,0.295881,7.202537,0.000000,0.000000,42.424717,0.369389,4.040586
1.000000,43.960400,0.282616,6.966888,0.000000,0.416700,0.412811,-7.526116,14.250001,0.000000,1.000000,0.000000,42.404266,0.369701,5.215656,0.000000,43.211166,0.285471,2.867631,0.000000,0.000000,43.230503,0.369701,6.574048
0.000000,43.211166,0.285471,2.867631,0.000000,-1.000000,0.412811,-7.457106,14.250001,1.000000,1.000000,0.000000,42.404266,0.369701,5.215656,0.000000,43.950535,0.282674,6.904778,0.000000,0.000000,43.329601,0.369701,3.922733
1.000000,44.518929,0.290563,5.182859,0.000000,0.583270,0.352715,2.014298,14.250001,0.000000,1.000000,0.000000,43.124714,0.369389,4.862840,0.000000,43.678757,0.291278,3.507000,1.000000,0.000000,43.964195,0.369389,6.213085
0.000000,43.678757,0.291278,3.507000,1.000000,-0.499893,0.285220,4.276645,14.250001,1.000000,0.000000,0.000000,43.124714,0.369389,4.862840,0.000000,44.511814,0.290215,5.199709,1.000000,0.000000,44.394772,0.369389,2.677161
1.000000,42.942699,0.291007,7.057281,1.000000,-0.115879,0.278308,4.508321,14.250001,0.000000,0.000000,0.000000,43.213596,0.369389,4.598060,0.000000,42.519512,0.294541,2.676911,0.000000,0.000000,44.056644,0.369389,5.946083
0.000000,42.519512,0.294541,2.676911,1.000000,-0.145756,0.381594,1.046338,14.250001,1.000000,0.000000,0.000000,43.213596,0.369389,4.598060,0.000000,42.916393,0.291141,7.083397,0.000000,0.000000,44.144150,0.369389,3.308888
1.000000,42.012402,0.294242,8.044223,1.000000,-0.573687,0.391478,0.715029,14.250001,0.000000,0.000000,0.000000,43.212460,0.369389,4.604657,0.000000,44.543545,0.291524,3.866755,0.000000,0.000000,44.055431,0.369389,5.952725
0.000000,44.543545,0.291524,3.866755,0.000000,-1.000000,0.412811,-5.369847,14.250001,1.000000,1.000000,0.000000,43.212460,0.369389,4.604657,0.000000,42.009129,0.293831,8.048250,0.000000,0.000000,44.143066,0.369389,3.315522
1.000000,44.481270,0.284130,7.926218,0.000000,-1.000000,0.412811,-7.578570,14.250001,0.000000,1.000000,0.000000,43.210491,0.369389,4.615791,0.000000,44.177975,0.284304,3.609386,0.000000,0.000000,44.053337,0.369389,5.963938
0.000000,44.177975,0.284304,3.609386,0.000000,0.249794,0.222149,6.390665,14.250001,1.000000,1.000000,0.000000,43.210491,0.369389,4.615791,0.000000,44.531277,0.284495,7.962014,0.000000,0.000000,44.141182,0.369389,3.326718
1.000000,45.156521,0.273402,8.513721,0.000000,-1.000000,0.139244,9.169513,14.250001,0.000000,1.000000,0.000000,43.207127,0.369389,4.634677,0.000000,42.779335,0.291030,1.139904,0.000000,0.000000,44.049763,0.369389,5.982957
0.000000,42.779335,0.291030,1.139904,1.000000,1.000000,0.279458,4.469782,14.250001,1.000000,0.000000,0.000000,43.207127,0.369389,4.634677,0.000000,45.099834,0.273116,8.460938,0.000000,0.000000,44.137962,0.369389,3.345709
1.000000,40.625961,0.265166,4.328551,1.000000,-1.000000,0.098287,14.250000,14.250001,0.000000,0.000000,0.000000,43.201347,0.369389,4.666703,0.000000,42.866467,0.294784,-0.251119,0.000000,0.000000,44.043621,0.369389,6.015209
0.000000,42.866467,0.294784,-0.251119,1.000000,1.000000,0.383988,0.966080,14.250001,1.000000,0.000000,0.000000,43.201347,0.369389,4.666703,0.000000,40.533005,0.265166,4.255013,0.000000,0.000000,44.132431,0.369389,3.377913
1.000000,33.956406,0.265178,2.382182,1.000000,0.057344,0.098287,14.250001,14.250001,0.000000,0.000000,0.000000,43.042984,0.369389,4.697781,0.000000,44.198864,0.281084,1.715446,0.000000,0.000000,43.882763,0.369389,6.047843
0.000000,44.198864,0.281084,1.715446,0.000000,1.000000,0.412811,-7.570811,14.250001,1.000000,1.000000,0.000000,43.042984,0.369389,4.697781,0.000000,33.837879,0.265183,2.382962,0.000000,0.000000,43.972137,0.369389,3.407600
1.000000,26.979162,0.267239,2.386285,1.000000,0.000031,0.100926,13.556961,14.250001,0.000000,0.000000,0.000000,42.302357,0.369389,4.666380,0.000000,41.526638,0.265164,1.698183,0.000000,0.000000,43.131912,0.369389,6.022746
0.000000,41.526638,0.265164,1.698183,1.000000,-0.930998,0.098287,14.250001,14.250001,1.000000,0.000000,0.000000,42.302357,0.369389,4.666380,0.000000,26.866529,0.267280,2.386282,0.000000,0.000000,43.220573,0.369389,3.368394
1.000000,20.462372,0.269834,2.385853,1.000000,0.000214,0.104739,12.555313,14.250001,0.000000,0.000000,0.000000,40.952805,0.369389,4.565037,0.000000,34.432072,0.265584,1.982588,0.000000,0.000000,41.763729,0.369389,5.932624
0.000000,34.432072,0.265584,1.982588,1.000000,-0.298410,0.098505,14.192650,14.250001,1.000000,0.000000,0.000000,40.952805,0.369389,4.565037,0.000000,20.358088,0.269880,2.385839,0.000000,0.000000,41.850163,0.369389,3.252543
